goal_id,employee_id,review_period,title,category,status,completion_pct
330,E081,2026-Q1,Reduce p95 API latency by 100%,Technical,On Track,59.0
331,E082,2026-Q1,Lead architecture design review for compliance reporting,Leadership,On Track,68.0
332,E082,2026-Q1,Lead architecture design review for data warehouse,Leadership,On Track,83.0
333,E082,2026-Q1,Deliver dark-mode UI feature-flag rollout,Delivery,At Risk,24.0
334,E083,2026-Q1,Present tech talk on API design to the broader engineering org,Leadership,On Track,80.0
335,E083,2026-Q1,Present tech talk on ML in production to the broader engineering org,Leadership,On Track,77.0
336,E083,2026-Q1,Reduce p95 API latency by 15%,Technical,At Risk,29.0
337,E083,2026-Q1,Reduce sprint carryover rate below 30%,Delivery,On Track,59.0
338,E084,2026-Q1,Complete remediation for 20 high-severity vulnerabilities,Technical,Complete,100.0
339,E084,2026-Q1,Deliver batch export feature-flag rollout,Delivery,On Track,58.0
340,E084,2026-Q1,Reduce sprint carryover rate below 30%,Delivery,On Track,63.0
341,E084,2026-Q1,Complete all Q1 roadmap epics to 'Done',Delivery,On Track,76.0
342,E084,2026-Q1,Implement end-to-end test coverage for batch export flow,Technical,Complete,100.0
343,E085,2026-Q1,Implement end-to-end test coverage for dark-mode UI flow,Technical,At Risk,44.0
344,E085,2026-Q1,Attend AWS re:Invent and share key learnings with team,Development,On Track,75.0
345,E085,2026-Q1,Reduce p95 API latency by 50%,Technical,On Track,78.0
346,E085,2026-Q1,Establish automated performance benchmarking pipeline,Technical,At Risk,19.0
347,E085,2026-Q1,Complete remediation for 10 high-severity vulnerabilities,Technical,Not Started,3.0
348,E086,2026-Q1,Deliver batch export feature-flag rollout,Delivery,On Track,67.0
349,E086,2026-Q1,Implement end-to-end test coverage for batch export flow,Technical,On Track,74.0
350,E086,2026-Q1,Complete remediation for 50 high-severity vulnerabilities,Technical,On Track,78.0
351,E087,2026-Q1,Migrate reporting service to container-based deployment,Technical,At Risk,28.0
352,E087,2026-Q1,Close 100 legacy technical debt items,Delivery,On Track,69.0
353,E087,2026-Q1,Close 30 legacy technical debt items,Delivery,Not Started,2.0
354,E087,2026-Q1,Reduce p95 API latency by 20%,Technical,At Risk,20.0
355,E088,2026-Q1,Close 10 legacy technical debt items,Delivery,On Track,55.0
356,E088,2026-Q1,Mentor 15 engineers toward promotion readiness,Leadership,At Risk,47.0
357,E088,2026-Q1,Ship fraud alerts to 100% of production traffic by end of quarter,Delivery,Not Started,7.0
358,E089,2026-Q1,Complete remediation for 20 high-severity vulnerabilities,Technical,On Track,71.0
359,E089,2026-Q1,Establish automated performance benchmarking pipeline,Technical,On Track,76.0
360,E089,2026-Q1,Establish automated performance benchmarking pipeline,Technical,On Track,65.0
361,E090,2026-Q1,Close 25 legacy technical debt items,Delivery,At Risk,37.0
362,E090,2026-Q1,Deliver risk scoring feature-flag rollout,Delivery,At Risk,41.0
363,E090,2026-Q1,Establish automated performance benchmarking pipeline,Technical,On Track,72.0
364,E090,2026-Q1,Present tech talk on ML in production to the broader engineering org,Leadership,On Track,73.0
365,E091,2026-Q1,Implement end-to-end test coverage for dealer onboarding flow,Technical,On Track,56.0
366,E091,2026-Q1,Reduce p95 API latency by 200%,Technical,At Risk,23.0
367,E091,2026-Q1,Migrate notification service to container-based deployment,Technical,On Track,84.0
368,E091,2026-Q1,Implement end-to-end test coverage for dark-mode UI flow,Technical,On Track,78.0
369,E091,2026-Q1,Complete remediation for 200 high-severity vulnerabilities,Technical,Complete,100.0
370,E092,2026-Q1,Migrate checkout service to container-based deployment,Technical,On Track,70.0
371,E092,2026-Q1,Achieve AWS Solutions Architect certification,Technical,On Track,83.0
372,E092,2026-Q1,Establish automated performance benchmarking pipeline,Technical,At Risk,44.0
373,E092,2026-Q1,Complete all Q1 roadmap epics to 'Done',Delivery,On Track,70.0
374,E092,2026-Q1,Finish Manager Essentials learning path,Development,On Track,77.0
375,E093,2026-Q1,Present tech talk on ML in production to the broader engineering org,Leadership,At Risk,23.0
376,E093,2026-Q1,Deliver dark-mode UI feature-flag rollout,Delivery,On Track,80.0
377,E093,2026-Q1,Reduce sprint carryover rate below 25%,Delivery,At Risk,26.0
378,E094,2026-Q1,Complete Lean Six Sigma Yellow Belt certification,Development,On Track,56.0
379,E094,2026-Q1,Migrate checkout service to container-based deployment,Technical,Complete,100.0
380,E094,2026-Q1,Attend AWS re:Invent and share key learnings with team,Development,On Track,60.0
381,E095,2026-Q1,Complete data migration for DMS integration,Delivery,At Risk,39.0
382,E095,2026-Q1,Close 20 legacy technical debt items,Delivery,At Risk,46.0
383,E095,2026-Q1,Lead architecture design review for DMS integration,Leadership,On Track,57.0
384,E095,2026-Q1,Reduce p95 API latency by 30%,Technical,On Track,57.0
385,E096,2026-Q1,Complete data literacy course series,Development,At Risk,27.0
386,E096,2026-Q1,Complete remediation for 100 high-severity vulnerabilities,Technical,At Risk,48.0
387,E096,2026-Q1,Establish automated performance benchmarking pipeline,Technical,On Track,84.0
388,E096,2026-Q1,Implement end-to-end test coverage for dealer onboarding flow,Technical,At Risk,26.0
389,E096,2026-Q1,Complete all Q1 roadmap epics to 'Done',Delivery,At Risk,19.0
390,E097,2026-Q1,Mentor 20 engineers toward promotion readiness,Leadership,At Risk,34.0
391,E097,2026-Q1,Achieve AWS Solutions Architect certification,Technical,Complete,100.0
392,E097,2026-Q1,Complete Lean Six Sigma Yellow Belt certification,Development,On Track,59.0
393,E097,2026-Q1,Complete data migration for DMS integration,Delivery,On Track,56.0
394,E097,2026-Q1,Reduce p95 API latency by 10%,Technical,On Track,78.0
